SMS,label,if_URL,if_phone,if_email
Last chance for Â£169m EuroMillions Rollover! lottogo.co/emaq + Register by 7pm & get 20 tickets for Â£1! 18+TC Optout: https://tx.vc/o/b1a7b,spam,1,0,0
400%  up  to  GBP4000  100  Free  spins  -  Take  now  https://tx.vc/r/3xo0Y/1MAJw3/7STzfd8  Optout:  https://tx.vc/o/e34f2,spam,1,0,0
Ready?  Join  Bruce  Pokies  with  a  450%  up  to  Â£2000!  jump  in  https://tx.vc/r/3ngOV/1J44zy/7SpBXGk  Optout:  https://tx.vc/o/b5618,spam,1,0,0
"sms370017@2-tdbanking.sms.com / Zelle Detected / Please, log in to https://acortartu.link/vu4ne and verify your latest zelle payment. This is an automated alert",smishing,1,0,0
"
 Bonuses - We searched, we found... tx.vc/r/3lkSz/ T&amp;Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/3lkKO/
 ",spam,1,0,0
"We've upgraded your coupon, it's the last chance to win your cart. Code: 55DIS Order here >> https://sprch.co/gjgUkO - Balardi Reply STOP to opt out ",spam,1,0,0
" / ""WFAlert-ID#0641"" / We now need to confirm some of your information:
 https://qi.lv/F0i
 Thank You",smishing,1,0,0
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,smishing,1,0,0
Slt mon chou je suis infirmiere quand jai du temps libre jaime enlever ma blouse je connais tres bien le corps humain Alex. RDV ici https://rdv0.co/yB7P8p,smishing,1,0,0
"Kelvin, Your guarantor was not accepted. Forward this msg to your new guarantor https://tx.vc/r/2RPQk/ 1Plus1",spam,1,0,0
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,smishing,1,0,0
"Matthew, deposit and enter Bonus Code PLAYNOW1U to claim a 150% up to Â£100 Bonus. See the clouds opening up? https://tx.vc/r/1Jtik
 18+ T&Cs apply: https://tx.vc/r/Aupz
 Opt-out: https://tx.vc/r/19ULs",spam,1,0,0
"Sherise,  Playerz  has  a  Bonus  waiting  to  be  claimed  of  25%  up  to  CÂ¤50  Bonus!.  Use  Bonus  code  PLBZ2.  https://tx.vc/r/2zGTP  18+  T&Cs  apply:  https://tx.vc/r/2zFxz  Opt-out:  https://tx.vc/r/2zFwY",spam,1,0,0
"Nothing  says  amazing  like  this  first-class  offer...  https://tx.vc/r/3cq2c/T&Cs  Apply,  18  Plus.  Play  Responsibly.  Unsubscribe  At  https://tx.vc/r/3cpTA/",spam,1,0,0
"You can stop further club tones by replying """"STOP MIX"""" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,1,0,0
"
 Bonus, Free Spins, amazing games, No-deposit offers & more https://tx.vc/r/3RERf/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe https://tx.vc/r
 ",spam,1,0,0
"1st deposit Offer - 400% up to Â£4000 100 Free spins, coupon code: WIN1 https://tx.vc/r/3mw4w/1INh0w/7SGslIT Optout: https://tx.vc/o/804d5",spam,1,0,0
"tom,  youâre  ready  to  Spinit!  Grab  your  Welcome  Offer  from  the  Cashier  for  a  100%  up  to  ?00  +  200  Free  Spins.  Howâd  you  spin  that  Bonus?  https://tx.vc/r/1JumW  18+  T&Cs  apply  Opt-out:  https://tx.vc/r/19bhu",spam,1,0,0
"
 A warm welcome for you. Get your Bonus & Free Spins. https://tx.vc/r/3iAB1/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/3iAAk/
 ",spam,1,0,0
LACaixa   Online   :   https://51.fi/loc16Â§laxaica,smishing,1,0,0
OkWow: Confirm here for daily prize offers https://here.okwow.com/z4pahq Up to 1 msg/day. Msg&data rates may apply Reply STOP to Unsubscribe,spam,1,0,0
"Michal, Forward this text message to your guarantor. Click here to sign as guarantor for Michal. https://tx.vc/r/2VqAm/ 1Plus1 Loans",spam,1,0,0
https://tx.vc/r/2YzD3/1Ceuv2/7Sjt6UU,smishing,1,0,0
Sent   by:   D-H-L   Do   not   reply   to   this   message.   Your   parcel   is   lined   up   for   delivery.   Confirm   the   settlement   in   order   for   us   to   proceed   with   the   delivery:   https://51.fi/aJdD,smishing,1,0,0
Derrick discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,smishing,1,0,0
"
 Julian Edelman Missed Day 1 of the Summit? We've still got room at our Free Wealth Creation event! https://tx.vc/r/3EnJu Opt Out https://tx.vc/o/8d122
 ",spam,1,0,0
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,smishing,0,1,0
"louis  join  us  LIVE  in  London  For  The  Hottest  Property,  Business  &  Wealth  Secrets  of  2023  https://tx.vc/r/3i0xM  Optout  https://tx.vc/o/8d122",spam,1,0,0
"
 [emailÂ protected] / U-S-P-S ID 75275 / We could not find the correct info provided for your item: https://qi.lv/DyW
 ",smishing,1,0,0
Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery: https://51.fi/aJzP Cyprus Post Office .,smishing,1,0,0
"Latest  Free  bet  offers  for  England  v  France  >  https://tx.vc/r/3w1PS/  T&Cs  Apply,  18  Plus.  Play  Responsibly  Unsubscribe  https://tx.vc/r/  ******",spam,1,0,0
GOV: You are eligible for a discounted energy bill under the Energy Bills Support Scheme. You can apply here at: https://rebate.energy-uk-claim.com,smishing,1,0,0
"
 Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery: https://51.fi/aJzP Cyprus Post Office
 ",smishing,1,0,0
"We are making waves with this offer... https://tx.vc/r/3ch8n/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/3ch2v/",spam,1,0,0
"From Patricia Flores - Hi, I'd really appreciate it if you would share and donate to my GoFundMe campaign, Just trying to survive.. Help https://gofund.me/8a078279",legitimate,1,0,0
"kengleang top financial expert shares Insider Secrets of what works in The Markets & How to Invest https://tx.vc/r/2OXiY
 Optout
 https://tx.vc/o/8d122",smishing,1,0,0
"
 We can not arrange shipment to you for a lack of address. Confirm your address to deliver https://tinyurl.com/mrkznprt
 ",smishing,1,0,0
"Two words for you: Free Spins! tx.vc/r/3gcXY/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/3gcVT/",spam,1,0,0
"
  We are waiting for you with400% up to Â£2000+100FS - Grab it NOW https://tx.vc/r/3xb71/1MvNPN/7Sw9W3W Optout: https://tx.vc/o/e34f2
 ",spam,1,0,0
"We  put  the  lot  in  sLOTs...  https://tx.vc/r/2Txec/  T&Cs  Apply,  18  Plus.  Play  Responsibly.  Unsubscribe  At  https://tx.vc/r/2TxcT/",spam,1,0,0
Tervetuloa casino bonus - 150% jopa ?00 50FS https://tx.vc/r/3nTiw/1JhWKf/116IP3z9 Optout: https://tx.vc/o/804d5,spam,1,0,0
dana@coronafriend.com  /  s  /  PAYPAL's  :  Restricted  Account.  For  more  information  check  at  https://hmurl.cn  /t395W7MH,smishing,1,0,0
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam,0,0,0
"A warm welcome for you. Get your Bonus & Free Spins. https://tx.vc/r/3iZcI/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/3iZca/",spam,1,0,0
BIGGEST BOGO specials at OTC! Get your mind right: https://msgdeal.co/G2j9w Reply STOP to end. ,spam,1,0,0
"Amelia Kemp join us LIVE in London For The Hottest Property, Business & Wealth Secrets of 2023 https://tx.vc/r/3i0xM Optout https://tx.vc/o/8d122",spam,1,0,0
"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. https://hper.in/OzowSarsPay to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",smishing,1,0,0
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,smishing,0,1,0
"
 The #1 Property Development training is coming to Es*** & it's 100% Free! Save your Seat while tickets last https://tx.vc/r/3hPMl Optout https://tx.vc
 ",spam,1,0,0
"
 æ¥ç ?æåº ??å¤©ä¸ å±ãæé¦çå§¬æ¬ ?ä¸æãå¤§ãç AAEAEAZ2DOFM https://lihi2.cc/jJ9PF
 ",spam,1,0,0
Congratulations!!! https://tinyurl.com/y4AJDlh ,smishing,1,0,0
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,smishing,1,1,0
"tom,   youâre   ready   to   Spinit!   Grab   your   Welcome   Offer   from   the   Cashier   for   a   100%   up   to   ?00   +   200   Free   Spins.   Howâd   you   spin   that   Bonus?   https://tx.vc/r/1JumW   18+   T&Cs   apply   Opt-out:   https://tx.vc/r/19bhu",spam,1,0,0
"Allen   Cooper,   great   news!   Dr.   Sreepada   answered   your   question   on   Lybrate.   View   the   answer   from   http://lybr.at/e1fc067b7.   Lybrate",legitimate,1,0,0
"Mattias, spinnaa itsesi pelien Ã¤Ã¤relle, kun 100% Bonus, jopa 200 ?asti 200 Ilmaiskierrosta odottavat sinua talletuksen yhteydessÃ¤! https://tx.vc/r/1J",spam,1,0,0
"Spice  up  your  play  with  this  hot  offer...  tx.vc/r/3n9fZ/  T&Cs  Apply,  18  Plus.  Play  Responsibly.  Unsubscribe  At  https://tx.vc/r/3n922/",spam,1,0,0
"Deposit safely and securely at PartyCasino with renowned payment methods! https://tx.vc/r/38c7j 18+.
 Unsubscribe? https://tx.vc/r/2Aurl",spam,1,0,0
"Are no-deposit offers your thing? Come on in. https://tx.vc/r/38qFX/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/38qDm/",spam,1,0,0
"
 Enjoy our best welcome bonus ever - 400% UP TO Â£2000+ 100 FS , TRY NOW https://tx.vc/r/3ursv/1Lw8su/7SnnDn5 Optout: https://tx.vc/o/b5618
 ",spam,1,0,0
Bienvenido  a  Remmesa!  Envia  dinero  a  familiares  y  amigos  alrededor  del  mundo  con  comisiones  y  tipos  de  cambio  bajos!  http://app.remmesa.com/,spam,1,0,0
Kim discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! https://tx.vc/r/346Qz Optout https://tx.vc/o/8d122,smishing,1,0,0
"Enjoy PartyCasino with over 3.000 games and your exclusive welcome package + top up! https://tx.vc/r/38c7j 18+ T&Cs apply.
 Unsubscribe? https://tx.vc/r/2Aurl",spam,1,0,0
"
 Start Monday with up to 100 Free Spins. https://tx.vc/r/3iBca/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/3iB2F/
 ",spam,1,0,0
"
 Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery:https://51.fi/aJzP Cyprus Post Office
 ",smishing,1,0,0
[emailÂ protected] / no subject / Are you interested in discreet affair? Open My Link I'll show you everything I'm live On My Website it's free join... https://qi.lv/z3i.,smishing,1,0,0
[emailÂ protected] / T.D.Alerts / TDBank: To Review Recent Activity Please Log In: https://qi.lv/bhssbK889?32,smishing,1,0,0
Alex free event reveals how to create cash flow using somebody else's property and money! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,smishing,1,0,0
dana@coronafriend.com  /  s  /  https://hmurl.cn/sGM45lkf,smishing,1,0,0
"Monday exclusive: Get 100 Free Spins - no deposit required https://tx.vc/r/3saME/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe https://tx.vc/r",spam,1,0,0
"Vdjdbd See How To Get Bigger Profits From 1 Property Deal, From The Man Who Built 200+ Houses! https://tx.vc/r/33RUt Optout https://tx.vc/o/8d122",spam,1,0,0
"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",smishing,1,0,0
an793546@gmail.com / no subject / gmail https://qi.lv/z3i.,smishing,1,0,0
"andrew, Forward this text message to your guarantor. Click here to sign as guarantor for andrew. https://tx.vc/r/2ZrlW/ 1Plus1 Loans",spam,1,0,0
"GXFTRJB See How To Get Bigger Profits From 1 Property Deal, From The Man Who Built 200 Houses! https://tx.vc/r/33RUt Optout https://tx.vc/o/8d122",spam,1,0,0
" / Secure message from TD / Use the bleow url to regarding your account, (https://qi.lv/p5R)
 ",smishing,1,0,0
Support#1721@directeursdecomptessbpme.td.com / TD#(URGENT)#ID231721 / TD#ID17-Access-Locked.please follow the verification form: https://encurtador.com.br/AFLS6,smishing,1,0,0
[emailÂ protected] / U-S-P-S ID 88160 / Your item will not be shipped. https://qi.lv/Bsj,smishing,1,0,0
"Christmas  starting  early,  up  to  10  000  kr  in  bonuses!  Grab  your  offer  now  and  start  playing,  visit:  https://shor.td/3Dw5c",spam,1,0,0
ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! https://tx.vc/r/2Aiak Optout https://tx.vc/o/8d122,smishing,1,0,0
"William,  exclusive  offer  from  Casino  Planet.  Get  a  25%  up  to  Â£50  Bonus!.  Use  promo  code  CPBZ2U  at  the  cashier.  Deposit:  https://tx.vc/r/1Qc6J  18",spam,1,0,0
"The   Big   JaCKP0T   Up   To   P1,OOO,OOO!   24/7   Immediate   C*sh   In/Out.   Sign   up   and   P2,000   GeT   P2,000   cLiCK   https://go.ly/lqS1F",spam,1,0,0
"Your Discounted Conveyancing Index Quotes Can Be Viewed On The Link Below: https://tx.vc/r/3cJyH/ You can call us on 0333 444 8715 or click ""Instruct"" on any quote for a priority callback. Best Regards Conveyancing Index",spam,1,0,0
" / (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387
  ",smishing,1,0,0
Englishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd,spam,1,0,0
Last chance for Â£114m EuroMillions Super Jackpot! lottogo.co/emaqRegister by 7pm & get 20 tickets for Â£1!18 TC Optout: https://tx.vc/o/b1a7b,spam,1,0,0
"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : http://unbouncepages.com/accnt-sginupcontinues12512/ Best Regards, Paypal 9:39 AM",smishing,1,0,0
"Just  because  we  miss  you...  https://tx.vc/r/2PfSk/  T&Cs  Apply,  18  Plus.  Play  Responsibly.  Unsubscribe  At  https://tx.vc/r/2PfQ8/",spam,1,0,0
"Our MAY HOLIDAY SALE is now on!
 Get 40% off ALL MENS with code: MAYDAY40
 72 HOURS ONLY!
 https://tx.vc/r/2V5TI/1BiotE/7SpBXGk
 Optout: Text FXXTJSTOP to 60777",spam,1,1,0
"Your Discounted Conveyancing Index Quotes Can Be Viewed On The Link Below:
 https://tx.vc/r/3lU1W/
 We have also emailed these to you for reference.
 Our law firms will contact you directly to discuss your case in more detail.
 You can also instruct any firm directly from the quote online.
 Best Regards
 Conveyancing Index",spam,1,0,0
"Tutu, choose Â£20 in Free Bets when you bet Â£1 OR a Â£20 Live Casino Game Show bonus when you wager Â£1. Opt in required. T&Cs apply: https://tx.vc/r/",spam,1,0,0
"
 Din pakke er ankommet til det lokale posthus, betal venligst de nÃ¸dvendige gebyrer, sÃ¥ vi kan fortsÃ¦tte med leveringen: https://wal.ee/zo5r9
 ",smishing,1,0,0
"tyjnyhgtf this Sat 10am, Discover the formula to Secure Your First or Next Successful Property Deal https://tx.vc/r/3hPMl Optout https://tx.vc/o/8d122",spam,1,0,0
"
 Amazing offers revealed... 200 Free Spins plus a Bonus https://tx.vc/r/3S7SS/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/
 ",spam,1,0,0
[KuCoin]  Alert:  Your  password  has  been  updated.  Not  you?  Please  visit:  https://kucoin-auth.web.app,legitimate,1,0,0
"
 Ready? Join Bruce Pokies with a 450% up to ?000! jump in https://tx.vc/r/3AQWU/1NSkwg/7SigIqk Optout: https://tx.vc/o/b5618
 ",spam,1,0,0
"Confirmed:   Your   order   for   Polident   Dentur...   successfully   placed   &   will   reach   you   by   26   May,   2022.   Track   here:   http://lybr.at/trck",legitimate,1,0,0
"USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: https://rotf.lol/2p8amnvs
 Text STOP to opt-out",smishing,1,0,0
"Don't miss this fantastic no-deposit offer... https://tx.vc/r/3mYP3/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/3mYKI/",spam,1,0,0
Â£164m   EuroMillions   draw   tonight!   Complete   your   registration   with   20   Bets   for   only   Â£2   -   Ends   23:59   BST!   lottogo.co/emaq   18+   T&C   Optout:   https://tx.vc/o/b1a7b,spam,1,0,0
" / Secure message from TD / Use the bleow url to regarding your account, (https://qi.lv/L96)
 ",smishing,1,0,0
Final Chance! Â£184m EuroMillions draw! Complete your registration with 20 Bets for only Â£1 lottogo.co/emaq Ends 7pm BST 18+ T&C Optout: https://tx.vc/o/b1a7b,spam,1,0,0
" / (URGENT) CaseID#TD15 / Access-Locked. Please,Validate By clicking the following link: http://e7.al/419
 ",smishing,1,0,0
"[Postal Service] Your delivery address is incorrect and we cannot deliver it, please update the delivery address timely. https://upssuers.com",smishing,1,0,0
400% up to GBP2000 +100 FS - use coupon code: VIKINGS100 https://tx.vc/r/2UuG2/1B8pMG/7SjtaWE Optout: https://tx.vc/o/804d5,spam,1,0,0
Tues at 7pm: Discover How 1 Property Deal Can Generate 5K in 30 Days! https://www.aflpropertywebinar.co.uk/optin9vc8rjl2 Optout https://tx.vc/o/8d122,spam,1,0,0
"Two words for you: Free Spins! https://tx.vc/r/2VCSb/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/2VCGR/",spam,1,0,0
Join the legendary battles in the arena and collect daily rewards https://tx.vc/r/2Wjfz/1BBJIv/7Svq9kC Optout: https://tx.vc/o/804d5,spam,1,0,0
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",smishing,0,1,0
"
 anando Discover How to Generate 60K Profit a year With 5 Deals & Beat The Cost of Living Crisis! https://tx.vc/r/3QZSr Optout https://tx.vc/o/8d122
 ",spam,1,0,0
"
 [US POSTAL] Your package is ready for delivery. Confirm your address to avoid returns: https://dik.si/postal
 ",smishing,1,0,0
test Optout: Visit https://tx.vc/o/e2340,spam,1,0,0
"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO�samsungzoneuk@outlook.com",smishing,0,0,1
GOV.UK: You are eligible for a discounted energy bill under the Energy Bills Support Scheme. You can apply here: https://energy.support-rebate.com,smishing,1,0,0
"Yup, this is a No-Deposit offer... https://tx.vc/r/2R6hn/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/2R62T/",spam,1,0,0
"Our #1 most wanted offer - No deposit required https://tx.vc/r/2RgNI/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/2RgMn/",spam,1,0,0
"Delivered:   Hi   Sk,   your   package   with   Nestle   Lactogro...   is   successfully   delivered.   More   info   at   Lybrate.   http://lybr.at/2790a93b8   In   case   of   any   discrepancy   in   your   order,   mail   us   at   [emailÂ protected]   within   48   hrs   mentioning   your   order   code   and   registered   mobile   number.",legitimate,1,0,0
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226,spam,1,1,0
"Dive into the amazing week with 120 Free Spins https://tx.vc/r/38IMx/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/38IFQ/",spam,1,0,0
"
 We are waiting for you with 400% up to Â£2000 + 100 FS - Grab it NOW https://tx.vc/r/3xX3J/1MNzKm/7Sw9W5c Optout: https://tx.vc/o/e34f2
  ",spam,1,0,0
pple.com/us/app/ring4/id594763296   android:   https://play.google.com/store/apps/details?id=com.ring4.app,spam,1,0,0
(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,spam,1,0,0
"Hi, is this Dr. Janet's number? I remember entering the right number? sorry Good morning! Have a nice day. Distinguished coinbase wallet users, now in order to repay new and old customers, specially launched a series of preferential subsidy activities, click on the link https://go.cb-w.com/gz3J1Hsfjpb to enter DFI mining can receive more than 500-5000$ subsidy liquidity DFI mining income",smishing,1,0,0
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",smishing,1,0,0
"dawn,  enter  Bonus  Code  PLAYNOW1U  when  depositing  to  claim  a  150%  up  to  Â£100  Bonus.  Sail  the  extra  mile  with  us!  https://tx.vc/r/1Js80  18+  T&Cs  apply:  https://tx.vc/r/maMG  Opt-out:  https://tx.vc/r/19M9D",spam,1,0,0
Experience the thrill of winning from the comfort of your own home - join now and start playing! https://tx.vc/r/3zM7s/1NuD4t/7SnnDn5 o-t: https://tx.vc/o/b5618,spam,1,0,0
"
 æ¥ç ?æåº ??å¤©ä¸ å±ãæé¦çå§¬æ¬ ?ä¸æãå¤§ãç AAEAEAZ2DOFM https://lihi2.cc/jJ9PF
 
 ",spam,1,0,0
"1st  deposit  Offer  -  400%  up  to  Â£4000+  100  Free  spins,  coupon  code:  WIN1  https://tx.vc/r/3lF78/1Iso7x/7SnoQOS  Optout:  https://tx.vc/o/804d5",spam,1,0,0
"Ciao   TEST,   inviaci   una   copia   del   tuo   documento   per   la   convalida   del   conto   gioco   e   potrai   prelevare   le   tue   vincite!https://tx.vc/r/mhL7/1GVKXa/1MxHa6S",spam,1,0,0
"Maciek, fly over til moroa med 150% Bonus opptil 1000 kr hos Sloty. Gj?r innskudd og bruk Bonuskoden PLAYNOW1! https://tx.vc/r/1JtmS 18+ Regler og vilk?r: https://tx.vc/r/Aupz Velge Bort: https://tx.vc/r/19ULL",spam,1,0,0
"
 Bonuses - We searched, we found... https://tx.vc/r/3lkVP/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/3lkKO/
 ",spam,1,0,0
Come and get 300% bonus up to 1500 GBP READY? https://tx.vc/r/2Q9AL/1A0wxK/7Svq9kC Optout: https://tx.vc/o/804d5,spam,1,0,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,smishing,0,1,0
"
 France v Morocco: Your Free Bets are ready for tonight's game https://tx.vc/r/3wFFZ/
 T&Cs Apply, 18 Plus. Play Responsibly
 Unsubscribe https://tx.vc/r
 ",spam,1,0,0
"Don't  miss  this  fantastic  No-deposit  offer...  https://tx.vc/r/3knDP/  T&Cs  Apply,  18  Plus.  Play  Responsibly.  Unsubscribe  At  https://tx.vc/r/3kneC/",spam,1,0,0
Start your craze adventure today. Register and get your ultimate welcome package https://tx.vc/r/3wc2K/1M94C8/7SnnDn5 Optout: https://tx.vc/o/b5618,smishing,1,0,0
ENJOY 40% OFF YOUR ENTIRE ORDER. Use code BFCM during checkout. https://sprch.co/kPg30- - Prolific Reply STOP to opt out ,spam,1,0,0
"
 Tuesday starts like this. Get up to 200 Spins. https://tx.vc/r/3hpDx/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/3hprk/
 ",spam,1,0,0
"Latest   Free   bet   offers   for   Liverpool   v   Man   City   https://tx.vc/r/3mis4/   T&Cs   Apply,   18   Plus.   Play   Responsibly   Unsubscribe   https://tx.vc/r/3mhYE/",spam,1,0,0
https://b.link/h21bc br7ca2,spam,1,0,0
"
 DHL:Su paquete no se puede entregar debido a que no se han pagado las tasas de aduana,por favor confirme su pago para evitar retrasos:https://bitly.lc
 ",smishing,1,0,0
"
  Beginnen Sie Ihre Reise ins Tropical Casino 1.000 ?WILLKOMMENSPAKET https://tx.vc/r/3hQhz/1HiyXy/1oxbQkhf Optout: https://tx.vc/o/b5618
 ",spam,1,0,0
"Dear friend, we invite you tojointhecryptocurrencyinternal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link""belowtojoin https://chat.whatsapp.com/DtlvGProbBcHz85dCOol44",spam,1,0,0
ska6.cz / U-S-P-S ID 67162 / We could not find the correct info provided for your item: https://qi.lv/tft,smishing,1,0,0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,smishing,0,1,0
tsleep.com / U-S-P-S ID 52127 / Your item was not found. https://qi.lv/xFj,smishing,1,0,0
"Honey, do you need a part-time job? Online platforms like Amazon are hiring online product promoters No need for you to invest Note: {you do not need to invest} Our job is simple. You only need to use your mobile phone to help platform merchants click and follow products to improve their rankings. Salary is paid immediately upon completion. Earning $100 - $500 a day is easy. If you want to join please add us on WhatsApp https://wa.me/77788385297 Please reply ?1? and add Whatsapp 2:40 AM",spam,1,0,0
"Something new, something fresh, something... https://tx.vc/r/2ZFHX/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/ ******",spam,1,0,0
"
 1000?æå¥ä¸??å¤©ä¸ å±ãä»æ¥ä¸ ! ?AACEKTV2AG8Z å¨èµ·??https://lihi2.cc/aiiCD
 ",spam,1,0,0
"nariman, deposit using Bonus Code CJ150U and kick more colour into your Casino Joy with a 150% up to Â£100 Bonus! https://tx.vc/r/1JBLw 18 T&Cs ap",spam,1,0,0
"
 [emailÂ protected] / Notice / We did not find your address, please update it: http://fabrikaistanbul.com/
 ",smishing,1,0,0
No bad luck here! Sign up today to WIN https://tx.vc/r/2UYYA/1Bh1qH/7Svq9kC Optout: https://tx.vc/o/804d5,spam,1,0,0
"Hi Earl here's 3 Simple Steps to Find, Package & Sell 45 Property Deals -Without Your Own Funds! https://tx.vc/r/2Cn8m Optout https://tx.vc/o/8d122",spam,1,0,0
"
 We have on hold your Amazon account and all pending orders.
 We took this action because the billing information you provided did not match
 information on the file with the card problem, click and follow the instructions from the following link: https://vk.sv/Kthzt-
 Amazon Team
 ",smishing,1,0,0
"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: https://opnarchitects.wixsite.com/opn-architects",smishing,1,0,0
Josie Bass become a smart property entrepreneur. Discover how to acquire deals & investors faster! https://tx.vc/r/3h54w Optout https://tx.vc/o/8d122,spam,1,0,0
"
 Have fun this Wednesday with 120 Free Starburst Spins. https://tx.vc/r/3M1qU/
 T&Cs Apply, 18 Plus. Play Responsibly.
 Unsubscribe At https://tx.vc/r/
 ",spam,1,0,0
"Don't   miss   this   Autumn   offer...   https://tx.vc/r/3iZMk/   T&Cs   Apply,   18   Plus.   Play   Responsibly.   Unsubscribe   At   https://tx.vc/r/3iZEk/",spam,1,0,0
"Come back & take advantage of these amazing offers! https://tx.vc/r/2PTA6/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At https://tx.vc/r/2PTkD/",spam,1,0,0
"joanne, deposit and enter Bonus Code PLAYNOW1U to claim a 150% up to Â£100 Bonus. See the clouds opening up? https://tx.vc/r/1Jtik
 
 18+ T&Cs apply: https://tx.vc/r/Aupz
 
 Opt-out: https://tx.vc/r/19ULs",spam,1,0,0
400% up to GBP2000 +100 FS - use coupon code: VIKINGS100 https://tx.vc/r/2QCNE/1A8DwB/7SpBXGk Optout: https://tx.vc/o/804d5,spam,1,0,0
"
 [emailÂ protected]m / TDMobileAlert ID#30419 / TD Bank Validate Your Login: http://e7.al/365?30419 ID#19
 ",smishing,1,0,0
